,Pickup_Point,Status,Request_Timestamp,Drop_Timestamp,Date
2669,City,Trip Completed,2016-07-13 10:51:27,2016-07-13 11:36:14,2016-07-13
2670,City,Trip Completed,2016-07-14 07:14:10,2016-07-14 08:26:03,2016-07-14
2671,Airport,Trip Completed,2016-07-14 19:05:58,2016-07-14 20:08:00,2016-07-14
2672,Airport,Trip Completed,2016-07-15 02:59:50,2016-07-15 03:57:34,2016-07-15
2673,City,Trip Completed,2016-07-15 06:56:07,2016-07-15 08:07:42,2016-07-15
2674,Airport,Trip Completed,2016-11-07 13:20:00,2016-11-07 14:22:00,2016-11-07
2675,Airport,Trip Completed,2016-12-07 06:25:00,2016-12-07 07:42:00,2016-12-07
2676,City,Trip Completed,2016-07-14 09:09:42,2016-07-14 10:08:17,2016-07-14
2677,City,Trip Completed,2016-07-14 15:22:12,2016-07-14 16:19:27,2016-07-14
2678,City,Trip Completed,2016-07-15 14:22:48,2016-07-15 15:12:20,2016-07-15
2679,City,Trip Completed,2016-07-15 20:30:34,2016-07-15 21:22:33,2016-07-15
2680,City,Trip Completed,2016-11-07 12:42:00,2016-11-07 13:16:00,2016-11-07
2681,City,Trip Completed,2016-11-07 19:33:00,2016-11-07 20:15:00,2016-11-07
2682,Airport,Trip Completed,2016-12-07 04:58:00,2016-12-07 06:10:00,2016-12-07
2683,City,Trip Completed,2016-12-07 20:57:00,2016-12-07 21:42:00,2016-12-07
2684,City,Trip Completed,2016-07-13 03:48:21,2016-07-13 04:21:53,2016-07-13
2685,Airport,Trip Completed,2016-07-13 07:07:29,2016-07-13 08:07:22,2016-07-13
2686,City,Trip Completed,2016-07-13 17:04:29,2016-07-13 18:02:55,2016-07-13
2687,Airport,Trip Completed,2016-07-13 21:14:26,2016-07-13 22:02:10,2016-07-13
2688,Airport,Trip Completed,2016-07-15 22:34:55,2016-07-15 23:27:52,2016-07-15
2689,City,Trip Completed,2016-11-07 08:37:00,2016-11-07 09:27:00,2016-11-07
2690,City,Trip Completed,2016-11-07 12:58:00,2016-11-07 14:02:00,2016-11-07
2691,Airport,Trip Completed,2016-11-07 16:55:00,2016-11-07 17:35:00,2016-11-07
2692,City,Trip Completed,2016-11-07 20:50:00,2016-11-07 21:39:00,2016-11-07
2693,City,Trip Completed,2016-07-13 06:25:15,2016-07-13 07:05:09,2016-07-13
2694,City,Trip Completed,2016-07-13 21:45:14,2016-07-13 22:24:40,2016-07-13
2695,City,Trip Completed,2016-07-14 06:36:01,2016-07-14 07:36:04,2016-07-14
2696,Airport,Trip Completed,2016-07-14 08:01:59,2016-07-14 08:44:13,2016-07-14
2697,Airport,Trip Completed,2016-07-14 19:58:08,2016-07-14 20:43:30,2016-07-14
2698,City,Trip Completed,2016-07-15 10:41:34,2016-07-15 11:44:04,2016-07-15
2699,City,Trip Completed,2016-07-15 22:55:07,2016-07-15 23:37:35,2016-07-15
2700,Airport,Trip Completed,2016-11-07 00:20:00,2016-11-07 00:51:00,2016-11-07
2701,City,Trip Completed,2016-12-07 11:00:00,2016-12-07 12:00:00,2016-12-07
2702,Airport,Trip Completed,2016-07-13 21:00:54,2016-07-13 21:37:45,2016-07-13
2703,Airport,Trip Completed,2016-07-14 17:46:11,2016-07-14 18:23:17,2016-07-14
2704,Airport,Trip Completed,2016-07-15 02:28:34,2016-07-15 03:04:34,2016-07-15
2705,City,Trip Completed,2016-07-15 20:07:33,2016-07-15 20:48:05,2016-07-15
2706,City,Trip Completed,2016-07-15 22:51:55,2016-07-15 23:37:35,2016-07-15
2707,Airport,Trip Completed,2016-11-07 05:07:00,2016-11-07 05:53:00,2016-11-07
2708,Airport,Trip Completed,2016-11-07 16:11:00,2016-11-07 17:12:00,2016-11-07
2709,City,Trip Completed,2016-11-07 18:28:00,2016-11-07 19:20:00,2016-11-07
2710,City,Trip Completed,2016-11-07 21:23:00,2016-11-07 22:39:00,2016-11-07
2711,Airport,Trip Completed,2016-12-07 06:53:00,2016-12-07 07:23:00,2016-12-07
2712,Airport,Trip Completed,2016-12-07 09:42:00,2016-12-07 10:28:00,2016-12-07
2713,City,Trip Completed,2016-12-07 14:54:00,2016-12-07 15:43:00,2016-12-07
2714,Airport,Trip Completed,2016-07-13 05:23:09,2016-07-13 05:53:14,2016-07-13
2715,City,Trip Completed,2016-07-15 11:41:07,2016-07-15 12:12:58,2016-07-15
2716,Airport,Trip Completed,2016-07-15 12:31:42,2016-07-15 13:19:49,2016-07-15
2717,City,Trip Completed,2016-11-07 17:41:00,2016-11-07 18:57:00,2016-11-07
2718,Airport,Trip Completed,2016-12-07 09:36:00,2016-12-07 10:08:00,2016-12-07
2719,Airport,Trip Completed,2016-07-13 02:57:40,2016-07-13 04:06:25,2016-07-13
2720,Airport,Trip Completed,2016-07-13 18:57:45,2016-07-13 20:15:14,2016-07-13
2721,City,Trip Completed,2016-07-13 23:16:27,2016-07-13 23:46:08,2016-07-13
2722,Airport,Trip Completed,2016-07-15 07:59:14,2016-07-15 08:48:49,2016-07-15
2723,City,Trip Completed,2016-07-15 21:57:56,2016-07-15 22:49:32,2016-07-15
2724,Airport,Trip Completed,2016-11-07 22:30:00,2016-11-07 23:13:00,2016-11-07
2725,City,Trip Completed,2016-12-07 17:53:00,2016-12-07 18:30:00,2016-12-07
2726,City,Trip Completed,2016-12-07 21:37:00,2016-12-07 22:07:00,2016-12-07
2727,Airport,Trip Completed,2016-07-13 18:56:20,2016-07-13 19:35:35,2016-07-13
2728,City,Trip Completed,2016-07-14 01:09:39,2016-07-14 02:09:47,2016-07-14
2729,City,Trip Completed,2016-07-14 17:25:26,2016-07-14 18:31:31,2016-07-14
2730,City,Trip Completed,2016-11-07 05:35:00,2016-11-07 06:41:00,2016-11-07
2731,City,Trip Completed,2016-11-07 22:23:00,2016-11-07 23:00:00,2016-11-07
2732,City,Trip Completed,2016-12-07 20:23:00,2016-12-07 21:25:00,2016-12-07
2733,Airport,Trip Completed,2016-07-13 19:31:38,2016-07-13 20:31:58,2016-07-13
2734,Airport,Trip Completed,2016-07-14 09:10:51,2016-07-14 10:18:58,2016-07-14
2735,City,Trip Completed,2016-07-14 12:53:03,2016-07-14 13:28:25,2016-07-14
2736,City,Trip Completed,2016-07-15 06:09:26,2016-07-15 07:23:32,2016-07-15
2737,Airport,Trip Completed,2016-07-15 07:35:03,2016-07-15 08:07:52,2016-07-15
2738,Airport,Trip Completed,2016-07-15 10:52:02,2016-07-15 11:29:14,2016-07-15
2739,City,Trip Completed,2016-07-15 12:31:09,2016-07-15 13:22:06,2016-07-15
2740,City,Trip Completed,2016-07-15 17:19:42,2016-07-15 18:06:25,2016-07-15
2741,City,Trip Completed,2016-07-15 22:01:09,2016-07-15 23:04:55,2016-07-15
2742,Airport,Trip Completed,2016-11-07 04:47:00,2016-11-07 05:23:00,2016-11-07
2743,Airport,Trip Completed,2016-12-07 21:07:00,2016-12-07 22:10:00,2016-12-07
2744,City,Trip Completed,2016-12-07 22:39:00,2016-12-07 23:20:00,2016-12-07
2745,Airport,Trip Completed,2016-07-13 10:43:30,2016-07-13 11:23:53,2016-07-13
2746,City,Trip Completed,2016-07-13 17:23:53,2016-07-13 18:23:41,2016-07-13
2747,City,Trip Completed,2016-07-14 21:51:46,2016-07-14 22:25:10,2016-07-14
2748,City,Trip Completed,2016-07-15 08:43:21,2016-07-15 09:08:12,2016-07-15
2749,City,Trip Completed,2016-07-15 22:21:38,2016-07-15 23:21:50,2016-07-15
2750,City,Trip Completed,2016-12-07 13:56:00,2016-12-07 14:58:00,2016-12-07
2751,City,Trip Completed,2016-12-07 18:28:00,2016-12-07 19:17:00,2016-12-07
2752,Airport,Trip Completed,2016-07-13 19:46:35,2016-07-13 20:51:03,2016-07-13
2753,City,Trip Completed,2016-07-14 11:02:05,2016-07-14 11:40:50,2016-07-14
2754,Airport,Trip Completed,2016-07-14 18:03:53,2016-07-14 18:34:08,2016-07-14
2755,City,Trip Completed,2016-07-15 05:48:03,2016-07-15 06:43:14,2016-07-15
2756,Airport,Trip Completed,2016-07-15 19:24:59,2016-07-15 20:03:36,2016-07-15
2757,City,Trip Completed,2016-07-15 21:51:36,2016-07-15 23:12:06,2016-07-15
2758,Airport,Trip Completed,2016-07-15 23:45:13,2016-07-16 00:35:45,2016-07-15
2759,City,Trip Completed,2016-11-07 09:33:00,2016-11-07 10:09:00,2016-11-07
2760,Airport,Trip Completed,2016-11-07 19:58:00,2016-11-07 20:32:00,2016-11-07
2761,City,Trip Completed,2016-12-07 08:09:00,2016-12-07 09:11:00,2016-12-07
2762,City,Trip Completed,2016-12-07 19:21:00,2016-12-07 20:26:00,2016-12-07
2763,Airport,Trip Completed,2016-07-13 12:51:13,2016-07-13 13:35:00,2016-07-13
2764,Airport,Trip Completed,2016-11-07 19:05:00,2016-11-07 20:09:00,2016-11-07
2765,City,Trip Completed,2016-12-07 20:12:00,2016-12-07 20:44:00,2016-12-07
2766,City,Trip Completed,2016-07-13 13:26:29,2016-07-13 14:04:50,2016-07-13
2767,City,Trip Completed,2016-07-13 20:23:33,2016-07-13 21:26:11,2016-07-13
2768,City,Trip Completed,2016-07-15 07:15:09,2016-07-15 08:01:28,2016-07-15
2769,Airport,Trip Completed,2016-07-15 23:20:36,2016-07-16 00:10:16,2016-07-15
2770,City,Trip Completed,2016-11-07 05:29:00,2016-11-07 06:16:00,2016-11-07
2771,Airport,Trip Completed,2016-11-07 21:23:00,2016-11-07 22:32:00,2016-11-07
2772,Airport,Trip Completed,2016-12-07 00:54:00,2016-12-07 01:55:00,2016-12-07
2773,Airport,Trip Completed,2016-12-07 06:45:00,2016-12-07 07:50:00,2016-12-07
2774,City,Trip Completed,2016-12-07 10:56:00,2016-12-07 11:58:00,2016-12-07
2775,Airport,Trip Completed,2016-07-13 05:34:59,2016-07-13 06:46:52,2016-07-13
2776,City,Trip Completed,2016-07-13 10:41:55,2016-07-13 11:06:19,2016-07-13
2777,City,Trip Completed,2016-07-14 09:01:27,2016-07-14 09:51:58,2016-07-14
2778,City,Trip Completed,2016-07-14 20:42:51,2016-07-14 21:26:49,2016-07-14
2779,Airport,Trip Completed,2016-07-15 05:11:57,2016-07-15 05:55:55,2016-07-15
2780,City,Trip Completed,2016-07-15 20:32:52,2016-07-15 21:50:36,2016-07-15
2781,City,Trip Completed,2016-11-07 09:24:00,2016-11-07 10:02:00,2016-11-07
2782,Airport,Trip Completed,2016-11-07 19:42:00,2016-11-07 20:54:00,2016-11-07
2783,Airport,Trip Completed,2016-12-07 08:28:00,2016-12-07 09:10:00,2016-12-07
2784,Airport,Trip Completed,2016-07-13 09:02:47,2016-07-13 09:47:47,2016-07-13
2785,Airport,Trip Completed,2016-07-14 21:19:45,2016-07-14 22:09:36,2016-07-14
2786,City,Trip Completed,2016-07-15 20:20:10,2016-07-15 21:02:25,2016-07-15
2787,City,Trip Completed,2016-11-07 09:28:00,2016-11-07 10:41:00,2016-11-07
2788,City,Trip Completed,2016-11-07 12:35:00,2016-11-07 13:20:00,2016-11-07
2789,Airport,Trip Completed,2016-11-07 20:39:00,2016-11-07 21:28:00,2016-11-07
2790,City,Trip Completed,2016-11-07 23:17:00,2016-12-07 00:15:00,2016-11-07
2791,City,Trip Completed,2016-12-07 07:24:00,2016-12-07 08:14:00,2016-12-07
2792,Airport,Trip Completed,2016-12-07 23:11:00,2016-07-13 00:28:33,2016-12-07
2793,Airport,Trip Completed,2016-07-13 06:01:11,2016-07-13 07:04:39,2016-07-13
2794,Airport,Trip Completed,2016-07-13 21:38:20,2016-07-13 22:24:52,2016-07-13
2795,City,Trip Completed,2016-07-14 22:38:38,2016-07-14 23:21:22,2016-07-14
2796,Airport,Trip Completed,2016-07-15 06:44:16,2016-07-15 07:10:49,2016-07-15
2797,Airport,Trip Completed,2016-11-07 02:04:00,2016-11-07 02:37:00,2016-11-07
2798,City,Trip Completed,2016-11-07 06:05:00,2016-11-07 06:52:00,2016-11-07
2799,City,Trip Completed,2016-11-07 19:00:00,2016-11-07 19:41:00,2016-11-07
2800,Airport,Trip Completed,2016-12-07 08:53:00,2016-12-07 10:00:00,2016-12-07
2801,City,Trip Completed,2016-12-07 22:50:00,2016-12-07 23:44:00,2016-12-07
2802,Airport,Trip Completed,2016-07-13 06:58:03,2016-07-13 07:58:34,2016-07-13
2803,City,Trip Completed,2016-07-13 19:28:20,2016-07-13 20:30:48,2016-07-13
2804,Airport,Trip Completed,2016-07-14 00:38:29,2016-07-14 01:12:21,2016-07-14
2805,Airport,Trip Completed,2016-07-14 04:54:07,2016-07-14 06:00:11,2016-07-14
2806,Airport,Trip Completed,2016-07-14 17:34:16,2016-07-14 18:30:48,2016-07-14
2807,Airport,Trip Completed,2016-07-15 13:55:13,2016-07-15 14:56:02,2016-07-15
2808,Airport,Trip Completed,2016-12-07 07:52:00,2016-12-07 08:56:00,2016-12-07
2809,Airport,Trip Completed,2016-12-07 20:00:00,2016-12-07 20:56:00,2016-12-07
2810,City,Trip Completed,2016-07-13 12:01:34,2016-07-13 12:55:12,2016-07-13
2811,City,Trip Completed,2016-07-13 18:16:19,2016-07-13 19:25:22,2016-07-13
2812,Airport,Trip Completed,2016-07-13 23:57:31,2016-07-14 01:02:24,2016-07-13
2813,Airport,Trip Completed,2016-07-14 04:29:45,2016-07-14 05:07:30,2016-07-14
2814,City,Trip Completed,2016-07-14 05:49:16,2016-07-14 06:54:57,2016-07-14
2815,City,Trip Completed,2016-07-14 17:16:21,2016-07-14 18:01:28,2016-07-14
2816,City,Trip Completed,2016-07-14 21:48:59,2016-07-14 22:41:48,2016-07-14
2817,Airport,Trip Completed,2016-07-14 23:56:41,2016-07-15 00:39:24,2016-07-14
2818,City,Trip Completed,2016-07-15 18:14:56,2016-07-15 18:59:11,2016-07-15
2819,City,Trip Completed,2016-11-07 21:38:00,2016-11-07 22:15:00,2016-11-07
2820,City,Trip Completed,2016-12-07 18:24:00,2016-12-07 19:09:00,2016-12-07
2821,Airport,Trip Completed,2016-07-13 07:39:52,2016-07-13 08:30:57,2016-07-13
2822,Airport,Trip Completed,2016-07-13 21:12:43,2016-07-13 22:05:34,2016-07-13
2823,City,Trip Completed,2016-07-14 08:46:30,2016-07-14 09:54:56,2016-07-14
2824,City,Trip Completed,2016-07-14 20:28:32,2016-07-14 21:12:48,2016-07-14
2825,City,Trip Completed,2016-07-15 18:31:31,2016-07-15 19:19:30,2016-07-15
2826,Airport,Trip Completed,2016-11-07 22:54:00,2016-11-07 23:35:00,2016-11-07
2827,City,Trip Completed,2016-07-13 06:31:22,2016-07-13 07:20:52,2016-07-13
2828,Airport,Trip Completed,2016-07-13 12:33:21,2016-07-13 13:16:03,2016-07-13
2829,Airport,Trip Completed,2016-07-13 22:26:08,2016-07-13 23:43:13,2016-07-13
2830,Airport,Trip Completed,2016-07-15 09:07:09,2016-07-15 09:56:07,2016-07-15
2831,City,Cancelled,2016-07-13 06:08:41,,2016-07-13
2832,City,Cancelled,2016-07-14 17:07:58,,2016-07-14
2833,Airport,Cancelled,2016-07-14 20:51:37,,2016-07-14
2834,City,Cancelled,2016-07-15 10:12:40,,2016-07-15
2835,Airport,Cancelled,2016-12-07 19:14:00,,2016-12-07
2836,Airport,Cancelled,2016-07-13 20:57:49,,2016-07-13
2837,City,Cancelled,2016-07-14 08:38:38,,2016-07-14
2838,Airport,Cancelled,2016-07-14 19:04:08,,2016-07-14
2839,City,Cancelled,2016-11-07 04:47:00,,2016-11-07
2840,City,Cancelled,2016-11-07 10:01:00,,2016-11-07
2841,Airport,Cancelled,2016-12-07 09:59:00,,2016-12-07
2842,City,Cancelled,2016-07-14 07:48:31,,2016-07-14
2843,City,Cancelled,2016-11-07 15:49:00,,2016-11-07
2844,Airport,Cancelled,2016-11-07 21:53:00,,2016-11-07
2845,Airport,Cancelled,2016-07-13 20:58:00,,2016-07-13
2846,City,Cancelled,2016-07-14 06:33:09,,2016-07-14
2847,City,Cancelled,2016-07-14 09:31:08,,2016-07-14
2848,City,Cancelled,2016-07-13 10:01:57,,2016-07-13
2849,City,Cancelled,2016-07-14 06:39:26,,2016-07-14
2850,City,Cancelled,2016-07-13 07:56:25,,2016-07-13
2851,City,Cancelled,2016-07-15 05:30:31,,2016-07-15
2852,City,Cancelled,2016-07-15 07:25:53,,2016-07-15
2853,City,Cancelled,2016-07-15 07:34:00,,2016-07-15
2854,City,Cancelled,2016-11-07 06:33:00,,2016-11-07
2855,Airport,Cancelled,2016-12-07 21:42:00,,2016-12-07
2856,City,Cancelled,2016-07-13 09:21:36,,2016-07-13
2857,City,Cancelled,2016-12-07 07:51:00,,2016-12-07
2858,City,Cancelled,2016-07-14 05:19:59,,2016-07-14
2859,City,Cancelled,2016-07-14 07:13:52,,2016-07-14
2860,City,Cancelled,2016-11-07 05:24:00,,2016-11-07
2861,City,Cancelled,2016-11-07 06:27:00,,2016-11-07
2862,City,Cancelled,2016-12-07 10:01:00,,2016-12-07
2863,City,Cancelled,2016-07-13 07:04:48,,2016-07-13
2864,City,Cancelled,2016-07-13 18:03:30,,2016-07-13
2865,City,Cancelled,2016-07-14 08:43:07,,2016-07-14
2866,City,Cancelled,2016-07-14 05:22:51,,2016-07-14
2867,City,Cancelled,2016-07-14 10:08:43,,2016-07-14
2868,Airport,Cancelled,2016-07-14 12:23:07,,2016-07-14
2869,City,Cancelled,2016-11-07 10:36:00,,2016-11-07
2870,City,Cancelled,2016-12-07 07:54:00,,2016-12-07
2871,City,Cancelled,2016-07-13 17:46:24,,2016-07-13
2872,City,Cancelled,2016-07-14 08:42:11,,2016-07-14
2873,City,Cancelled,2016-07-13 04:59:16,,2016-07-13
2874,Airport,Cancelled,2016-07-13 21:10:52,,2016-07-13
2875,City,Cancelled,2016-07-14 08:32:41,,2016-07-14
2876,Airport,Cancelled,2016-07-14 13:00:39,,2016-07-14
2877,City,Cancelled,2016-11-07 07:20:00,,2016-11-07
2878,City,Cancelled,2016-07-13 05:57:46,,2016-07-13
2879,City,Cancelled,2016-11-07 04:53:00,,2016-11-07
2880,City,Cancelled,2016-07-13 08:50:25,,2016-07-13
2881,City,Cancelled,2016-07-13 21:06:22,,2016-07-13
2882,City,Cancelled,2016-07-14 09:59:40,,2016-07-14
2883,City,Cancelled,2016-07-15 08:34:59,,2016-07-15
2884,City,Cancelled,2016-12-07 07:20:00,,2016-12-07
2885,City,Cancelled,2016-07-13 05:54:41,,2016-07-13
2886,City,Cancelled,2016-07-14 06:23:43,,2016-07-14
2887,City,Cancelled,2016-07-15 06:28:59,,2016-07-15
2888,City,Cancelled,2016-07-15 07:32:18,,2016-07-15
2889,City,Cancelled,2016-07-15 07:04:59,,2016-07-15
2890,Airport,Cancelled,2016-12-07 10:19:00,,2016-12-07
2891,City,Cancelled,2016-07-13 05:37:28,,2016-07-13
2892,City,Cancelled,2016-07-14 18:40:44,,2016-07-14
2893,City,Cancelled,2016-11-07 07:54:00,,2016-11-07
2894,City,Cancelled,2016-12-07 09:41:00,,2016-12-07
2895,City,Cancelled,2016-12-07 10:04:00,,2016-12-07
2896,City,Cancelled,2016-07-13 09:09:56,,2016-07-13
2897,City,Cancelled,2016-07-14 10:09:44,,2016-07-14
2898,Airport,Cancelled,2016-07-14 20:55:57,,2016-07-14
2899,City,Cancelled,2016-07-15 04:49:38,,2016-07-15
2900,City,Cancelled,2016-11-07 04:58:00,,2016-11-07
2901,City,Cancelled,2016-11-07 05:15:00,,2016-11-07
2902,City,Cancelled,2016-07-13 05:59:57,,2016-07-13
2903,City,Cancelled,2016-07-13 09:09:08,,2016-07-13
2904,City,Cancelled,2016-11-07 06:26:00,,2016-11-07
2905,City,Cancelled,2016-11-07 07:00:00,,2016-11-07
2906,City,Cancelled,2016-11-07 10:13:00,,2016-11-07
2907,City,Cancelled,2016-07-14 07:08:58,,2016-07-14
2908,City,Cancelled,2016-07-15 07:44:45,,2016-07-15
2909,Airport,Cancelled,2016-12-07 05:01:00,,2016-12-07
2910,Airport,Cancelled,2016-11-07 06:07:00,,2016-11-07
2911,City,Cancelled,2016-11-07 06:32:00,,2016-11-07
2912,City,Cancelled,2016-12-07 05:37:00,,2016-12-07
2913,City,Cancelled,2016-12-07 06:52:00,,2016-12-07
2914,City,Cancelled,2016-07-13 08:13:10,,2016-07-13
2915,Airport,Cancelled,2016-07-15 17:55:33,,2016-07-15
2916,City,Cancelled,2016-12-07 09:03:00,,2016-12-07
2917,City,Cancelled,2016-07-14 09:34:22,,2016-07-14
2918,City,Cancelled,2016-07-13 06:15:34,,2016-07-13
2919,City,Cancelled,2016-11-07 06:52:00,,2016-11-07
2920,City,Cancelled,2016-12-07 06:47:00,,2016-12-07
2921,City,Cancelled,2016-07-13 08:59:46,,2016-07-13
2922,City,Cancelled,2016-07-13 09:48:01,,2016-07-13
2923,City,Cancelled,2016-07-14 09:22:12,,2016-07-14
2924,City,Cancelled,2016-07-14 10:09:46,,2016-07-14
2925,Airport,Cancelled,2016-07-15 04:45:54,,2016-07-15
2926,City,Cancelled,2016-07-15 04:48:51,,2016-07-15
2927,City,Cancelled,2016-07-15 09:05:17,,2016-07-15
2928,City,Cancelled,2016-12-07 06:04:00,,2016-12-07
2929,City,Cancelled,2016-12-07 08:50:00,,2016-12-07
2930,City,Cancelled,2016-12-07 10:58:00,,2016-12-07
2931,City,Cancelled,2016-07-13 08:01:01,,2016-07-13
2932,Airport,Cancelled,2016-07-14 16:55:27,,2016-07-14
2933,Airport,Cancelled,2016-12-07 15:43:00,,2016-12-07
2934,City,Cancelled,2016-07-13 09:16:05,,2016-07-13
2935,City,Cancelled,2016-07-15 09:20:22,,2016-07-15
2936,City,Cancelled,2016-11-07 06:14:00,,2016-11-07
2937,Airport,Cancelled,2016-11-07 17:41:00,,2016-11-07
2938,City,Cancelled,2016-12-07 07:17:00,,2016-12-07
2939,City,Cancelled,2016-07-13 12:02:50,,2016-07-13
2940,City,Cancelled,2016-12-07 05:12:00,,2016-12-07
2941,Airport,Cancelled,2016-12-07 17:36:00,,2016-12-07
2942,City,Cancelled,2016-07-13 08:11:13,,2016-07-13
2943,Airport,Cancelled,2016-07-13 20:42:07,,2016-07-13
2944,Airport,Cancelled,2016-07-15 09:05:38,,2016-07-15
2945,City,Cancelled,2016-07-15 09:22:33,,2016-07-15
2946,City,Cancelled,2016-11-07 08:29:00,,2016-11-07
2947,Airport,Cancelled,2016-12-07 17:21:00,,2016-12-07
2948,City,Cancelled,2016-07-13 06:37:29,,2016-07-13
2949,City,Cancelled,2016-07-14 08:18:30,,2016-07-14
2950,City,Cancelled,2016-12-07 18:56:00,,2016-12-07
2951,City,Cancelled,2016-07-15 06:44:12,,2016-07-15
2952,City,Cancelled,2016-07-15 09:02:38,,2016-07-15
2953,City,Cancelled,2016-11-07 09:17:00,,2016-11-07
2954,City,Cancelled,2016-11-07 09:40:00,,2016-11-07
2955,City,Cancelled,2016-07-14 04:52:26,,2016-07-14
2956,City,Cancelled,2016-07-14 06:03:16,,2016-07-14
2957,City,Cancelled,2016-07-14 08:47:12,,2016-07-14
2958,City,Cancelled,2016-12-07 21:07:00,,2016-12-07
2959,City,Cancelled,2016-12-07 21:53:00,,2016-12-07
2960,City,Cancelled,2016-07-15 08:05:15,,2016-07-15
2961,City,Cancelled,2016-11-07 06:10:00,,2016-11-07
2962,City,Cancelled,2016-12-07 05:54:00,,2016-12-07
2963,City,Cancelled,2016-07-15 07:42:16,,2016-07-15
2964,City,Cancelled,2016-07-13 08:43:10,,2016-07-13
2965,City,Cancelled,2016-07-14 04:45:57,,2016-07-14
2966,City,Cancelled,2016-07-14 08:17:14,,2016-07-14
2967,City,Cancelled,2016-07-14 09:39:53,,2016-07-14
2968,City,Cancelled,2016-07-15 06:17:34,,2016-07-15
2969,Airport,Cancelled,2016-11-07 10:48:00,,2016-11-07
2970,City,Cancelled,2016-12-07 06:22:00,,2016-12-07
2971,Airport,Cancelled,2016-12-07 18:33:00,,2016-12-07
2972,City,Cancelled,2016-07-14 08:01:16,,2016-07-14
2973,City,Cancelled,2016-07-14 09:43:35,,2016-07-14
2974,City,Cancelled,2016-07-14 09:52:32,,2016-07-14
2975,City,Cancelled,2016-12-07 07:24:00,,2016-12-07
2976,City,Cancelled,2016-07-13 07:23:01,,2016-07-13
2977,City,Cancelled,2016-07-14 08:46:34,,2016-07-14
2978,City,Cancelled,2016-07-15 07:43:27,,2016-07-15
2979,City,Cancelled,2016-07-15 09:19:04,,2016-07-15
2980,Airport,Cancelled,2016-07-15 10:27:59,,2016-07-15
2981,City,Cancelled,2016-11-07 05:05:00,,2016-11-07
2982,City,Cancelled,2016-11-07 08:55:00,,2016-11-07
2983,City,Cancelled,2016-12-07 06:55:00,,2016-12-07
2984,City,Cancelled,2016-12-07 17:55:00,,2016-12-07
2985,City,Cancelled,2016-07-13 09:55:14,,2016-07-13
2986,City,Cancelled,2016-07-15 05:58:15,,2016-07-15
2987,City,Cancelled,2016-12-07 17:04:00,,2016-12-07
2988,City,Cancelled,2016-11-07 08:27:00,,2016-11-07
2989,City,Cancelled,2016-11-07 09:15:00,,2016-11-07
2990,City,Cancelled,2016-07-13 06:34:48,,2016-07-13
2991,City,Cancelled,2016-11-07 07:09:00,,2016-11-07
2992,City,Cancelled,2016-11-07 22:27:00,,2016-11-07
2993,City,Cancelled,2016-12-07 09:29:00,,2016-12-07
2994,City,Cancelled,2016-07-13 06:56:12,,2016-07-13
2995,City,Cancelled,2016-07-14 09:23:01,,2016-07-14
2996,City,Cancelled,2016-07-15 08:55:31,,2016-07-15
2997,City,Cancelled,2016-07-15 09:38:50,,2016-07-15
2998,City,Cancelled,2016-12-07 05:42:00,,2016-12-07
2999,City,Cancelled,2016-12-07 09:10:00,,2016-12-07
3000,Airport,Cancelled,2016-12-07 20:41:00,,2016-12-07
3001,City,Cancelled,2016-07-14 06:49:09,,2016-07-14
3002,City,Cancelled,2016-07-14 07:29:23,,2016-07-14
3003,City,Cancelled,2016-07-15 07:37:00,,2016-07-15
3004,City,Cancelled,2016-07-15 08:24:01,,2016-07-15
3005,City,Cancelled,2016-11-07 08:47:00,,2016-11-07
3006,City,Cancelled,2016-11-07 08:11:00,,2016-11-07
3007,City,Cancelled,2016-11-07 09:10:00,,2016-11-07
3008,City,Cancelled,2016-12-07 06:41:00,,2016-12-07
3009,Airport,Cancelled,2016-07-14 21:52:23,,2016-07-14
3010,City,Cancelled,2016-07-15 21:05:03,,2016-07-15
3011,Airport,Cancelled,2016-12-07 21:06:00,,2016-12-07
3012,City,Cancelled,2016-07-13 06:27:38,,2016-07-13
3013,City,Cancelled,2016-11-07 05:20:00,,2016-11-07
3014,City,Cancelled,2016-11-07 09:29:00,,2016-11-07
3015,City,Cancelled,2016-12-07 10:02:00,,2016-12-07
3016,City,Cancelled,2016-07-14 18:03:24,,2016-07-14
3017,City,Cancelled,2016-11-07 06:11:00,,2016-11-07
3018,City,Cancelled,2016-11-07 06:55:00,,2016-11-07
3019,City,Cancelled,2016-12-07 01:07:00,,2016-12-07
3020,City,Cancelled,2016-07-15 04:44:00,,2016-07-15
3021,City,Cancelled,2016-07-15 04:50:42,,2016-07-15
3022,City,Cancelled,2016-07-15 17:43:28,,2016-07-15
3023,City,Cancelled,2016-07-13 06:35:21,,2016-07-13
3024,City,Cancelled,2016-07-15 08:29:04,,2016-07-15
3025,City,Cancelled,2016-12-07 09:01:00,,2016-12-07
3026,City,Cancelled,2016-12-07 09:08:00,,2016-12-07
3027,Airport,Cancelled,2016-12-07 20:05:00,,2016-12-07
3028,City,Cancelled,2016-07-14 04:57:22,,2016-07-14
3029,City,Cancelled,2016-11-07 08:37:00,,2016-11-07
3030,Airport,Cancelled,2016-07-13 20:05:22,,2016-07-13
3031,City,Cancelled,2016-07-14 17:37:48,,2016-07-14
3032,City,Cancelled,2016-11-07 06:13:00,,2016-11-07
